Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Age,Degree of urbanisation,UNIT_MEASURE,Value
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh Binh,,under 5 years old,,"Per 1,000 live births",21.9
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh Binh,,under 5 years old,,"Per 1,000 live births",21.5
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh Binh,,under 5 years old,,"Per 1,000 live births",21.1
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh Binh,,under 5 years old,,"Per 1,000 live births",20.8
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh Binh,,under 5 years old,,"Per 1,000 live births",20.7
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ninh Binh,,under 5 years old,,"Per 1,000 live births",20.3
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Giang,,under 5 years old,,"Per 1,000 live births",57.6
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Giang,,under 5 years old,,"Per 1,000 live births",55.4
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Giang,,under 5 years old,,"Per 1,000 live births",54.6
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Giang,,under 5 years old,,"Per 1,000 live births",52.7
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Giang,,under 5 years old,,"Per 1,000 live births",51.8
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Giang,,under 5 years old,,"Per 1,000 live births",50.8
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Giang,,under 5 years old,,"Per 1,000 live births",50.0
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Giang,,under 5 years old,,"Per 1,000 live births",49.7
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Giang,,under 5 years old,,"Per 1,000 live births",48.9
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Cao Bang,,under 5 years old,,"Per 1,000 live births",43.1
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Cao Bang,,under 5 years old,,"Per 1,000 live births",38.4
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Cao Bang,,under 5 years old,,"Per 1,000 live births",38.2
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Cao Bang,,under 5 years old,,"Per 1,000 live births",36.9
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Cao Bang,,under 5 years old,,"Per 1,000 live births",36.3
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Cao Bang,,under 5 years old,,"Per 1,000 live births",35.6
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Cao Bang,,under 5 years old,,"Per 1,000 live births",35.1
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Cao Bang,,under 5 years old,,"Per 1,000 live births",34.9
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Cao Bang,,under 5 years old,,"Per 1,000 live births",34.2
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Kan,,under 5 years old,,"Per 1,000 live births",29.4
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Kan,,under 5 years old,,"Per 1,000 live births",28.2
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Kan,,under 5 years old,,"Per 1,000 live births",27.9
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Kan,,under 5 years old,,"Per 1,000 live births",27.0
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Kan,,under 5 years old,,"Per 1,000 live births",26.5
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Kan,,under 5 years old,,"Per 1,000 live births",26.0
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Kan,,under 5 years old,,"Per 1,000 live births",25.6
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Kan,,under 5 years old,,"Per 1,000 live births",25.5
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Kan,,under 5 years old,,"Per 1,000 live births",24.9
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tuyen Quang,,under 5 years old,,"Per 1,000 live births",28.7
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tuyen Quang,,under 5 years old,,"Per 1,000 live births",28.6
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tuyen Quang,,under 5 years old,,"Per 1,000 live births",28.4
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tuyen Quang,,under 5 years old,,"Per 1,000 live births",27.5
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tuyen Quang,,under 5 years old,,"Per 1,000 live births",28.0
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tuyen Quang,,under 5 years old,,"Per 1,000 live births",27.5
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tuyen Quang,,under 5 years old,,"Per 1,000 live births",27.1
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tuyen Quang,,under 5 years old,,"Per 1,000 live births",26.9
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Tuyen Quang,,under 5 years old,,"Per 1,000 live births",26.5
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lao Cai,,under 5 years old,,"Per 1,000 live births",48.6
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lao Cai,,under 5 years old,,"Per 1,000 live births",46.5
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lao Cai,,under 5 years old,,"Per 1,000 live births",46.4
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lao Cai,,under 5 years old,,"Per 1,000 live births",44.8
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lao Cai,,under 5 years old,,"Per 1,000 live births",44.0
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lao Cai,,under 5 years old,,"Per 1,000 live births",43.2
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lao Cai,,under 5 years old,,"Per 1,000 live births",42.5
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lao Cai,,under 5 years old,,"Per 1,000 live births",42.2
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lao Cai,,under 5 years old,,"Per 1,000 live births",41.5
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Yen Bai,,under 5 years old,,"Per 1,000 live births",40.4
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Yen Bai,,under 5 years old,,"Per 1,000 live births",45.3
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Yen Bai,,under 5 years old,,"Per 1,000 live births",45.1
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Yen Bai,,under 5 years old,,"Per 1,000 live births",43.3
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Yen Bai,,under 5 years old,,"Per 1,000 live births",41.1
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Yen Bai,,under 5 years old,,"Per 1,000 live births",40.3
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Yen Bai,,under 5 years old,,"Per 1,000 live births",39.7
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Yen Bai,,under 5 years old,,"Per 1,000 live births",39.4
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Yen Bai,,under 5 years old,,"Per 1,000 live births",38.7
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thai  Nguyen,,under 5 years old,,"Per 1,000 live births",21.0
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thai  Nguyen,,under 5 years old,,"Per 1,000 live births",23.1
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thai  Nguyen,,under 5 years old,,"Per 1,000 live births",23.1
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thai  Nguyen,,under 5 years old,,"Per 1,000 live births",22.5
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thai  Nguyen,,under 5 years old,,"Per 1,000 live births",22.1
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thai  Nguyen,,under 5 years old,,"Per 1,000 live births",21.7
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thai  Nguyen,,under 5 years old,,"Per 1,000 live births",21.4
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thai  Nguyen,,under 5 years old,,"Per 1,000 live births",21.2
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thai  Nguyen,,under 5 years old,,"Per 1,000 live births",20.9
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lang Son,,under 5 years old,,"Per 1,000 live births",25.1
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lang Son,,under 5 years old,,"Per 1,000 live births",29.5
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lang Son,,under 5 years old,,"Per 1,000 live births",29.0
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lang Son,,under 5 years old,,"Per 1,000 live births",28.1
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lang Son,,under 5 years old,,"Per 1,000 live births",27.6
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lang Son,,under 5 years old,,"Per 1,000 live births",27.1
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lang Son,,under 5 years old,,"Per 1,000 live births",26.6
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lang Son,,under 5 years old,,"Per 1,000 live births",26.5
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lang Son,,under 5 years old,,"Per 1,000 live births",26.0
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Giang,,under 5 years old,,"Per 1,000 live births",25.1
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Giang,,under 5 years old,,"Per 1,000 live births",24.1
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Giang,,under 5 years old,,"Per 1,000 live births",23.8
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Giang,,under 5 years old,,"Per 1,000 live births",23.0
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Giang,,under 5 years old,,"Per 1,000 live births",23.0
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Giang,,under 5 years old,,"Per 1,000 live births",22.6
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Giang,,under 5 years old,,"Per 1,000 live births",22.3
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Giang,,under 5 years old,,"Per 1,000 live births",22.1
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Bac Giang,,under 5 years old,,"Per 1,000 live births",21.8
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Tho,,under 5 years old,,"Per 1,000 live births",27.4
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Tho,,under 5 years old,,"Per 1,000 live births",23.7
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Tho,,under 5 years old,,"Per 1,000 live births",23.8
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Tho,,under 5 years old,,"Per 1,000 live births",23.0
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Tho,,under 5 years old,,"Per 1,000 live births",22.6
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Tho,,under 5 years old,,"Per 1,000 live births",22.2
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Tho,,under 5 years old,,"Per 1,000 live births",21.9
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Tho,,under 5 years old,,"Per 1,000 live births",21.8
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Phu Tho,,under 5 years old,,"Per 1,000 live births",21.4
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dien Bien,,under 5 years old,,"Per 1,000 live births",58.0
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dien Bien,,under 5 years old,,"Per 1,000 live births",55.3
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dien Bien,,under 5 years old,,"Per 1,000 live births",54.9
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dien Bien,,under 5 years old,,"Per 1,000 live births",53.0
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dien Bien,,under 5 years old,,"Per 1,000 live births",52.1
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dien Bien,,under 5 years old,,"Per 1,000 live births",51.1
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dien Bien,,under 5 years old,,"Per 1,000 live births",50.3
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dien Bien,,under 5 years old,,"Per 1,000 live births",50.0
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Dien Bien,,under 5 years old,,"Per 1,000 live births",49.1
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lai Chau,,under 5 years old,,"Per 1,000 live births",73.3
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lai Chau,,under 5 years old,,"Per 1,000 live births",69.9
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lai Chau,,under 5 years old,,"Per 1,000 live births",69.6
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lai Chau,,under 5 years old,,"Per 1,000 live births",67.1
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lai Chau,,under 5 years old,,"Per 1,000 live births",65.9
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lai Chau,,under 5 years old,,"Per 1,000 live births",64.6
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lai Chau,,under 5 years old,,"Per 1,000 live births",63.5
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lai Chau,,under 5 years old,,"Per 1,000 live births",63.1
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Lai Chau,,under 5 years old,,"Per 1,000 live births",61.9
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Son La,,under 5 years old,,"Per 1,000 live births",39.0
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Son La,,under 5 years old,,"Per 1,000 live births",37.3
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Son La,,under 5 years old,,"Per 1,000 live births",36.5
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Son La,,under 5 years old,,"Per 1,000 live births",35.3
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Son La,,under 5 years old,,"Per 1,000 live births",34.7
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Son La,,under 5 years old,,"Per 1,000 live births",34.0
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Son La,,under 5 years old,,"Per 1,000 live births",33.5
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Son La,,under 5 years old,,"Per 1,000 live births",33.3
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Son La,,under 5 years old,,"Per 1,000 live births",32.7
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hoa Binh,,under 5 years old,,"Per 1,000 live births",29.3
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hoa Binh,,under 5 years old,,"Per 1,000 live births",26.6
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hoa Binh,,under 5 years old,,"Per 1,000 live births",26.6
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hoa Binh,,under 5 years old,,"Per 1,000 live births",25.7
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hoa Binh,,under 5 years old,,"Per 1,000 live births",26.2
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hoa Binh,,under 5 years old,,"Per 1,000 live births",25.7
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hoa Binh,,under 5 years old,,"Per 1,000 live births",25.3
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hoa Binh,,under 5 years old,,"Per 1,000 live births",25.1
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Hoa Binh,,under 5 years old,,"Per 1,000 live births",24.8
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thanh Hoa,,under 5 years old,,"Per 1,000 live births",22.5
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thanh Hoa,,under 5 years old,,"Per 1,000 live births",24.4
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thanh Hoa,,under 5 years old,,"Per 1,000 live births",24.1
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thanh Hoa,,under 5 years old,,"Per 1,000 live births",23.3
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thanh Hoa,,under 5 years old,,"Per 1,000 live births",23.3
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thanh Hoa,,under 5 years old,,"Per 1,000 live births",22.8
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thanh Hoa,,under 5 years old,,"Per 1,000 live births",22.5
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thanh Hoa,,under 5 years old,,"Per 1,000 live births",22.3
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thanh Hoa,,under 5 years old,,"Per 1,000 live births",22.0
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Nghe An,,under 5 years old,,"Per 1,000 live births",25.3
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Nghe An,,under 5 years old,,"Per 1,000 live births",26.1
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Nghe An,,under 5 years old,,"Per 1,000 live births",26.2
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Nghe An,,under 5 years old,,"Per 1,000 live births",25.3
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Nghe An,,under 5 years old,,"Per 1,000 live births",25.3
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Nghe An,,under 5 years old,,"Per 1,000 live births",24.8
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Nghe An,,under 5 years old,,"Per 1,000 live births",24.4
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Nghe An,,under 5 years old,,"Per 1,000 live births",24.3
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Nghe An,,under 5 years old,,"Per 1,000 live births",23.9
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Tinh,,under 5 years old,,"Per 1,000 live births",26.3
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Tinh,,under 5 years old,,"Per 1,000 live births",27.3
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Tinh,,under 5 years old,,"Per 1,000 live births",27.1
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Tinh,,under 5 years old,,"Per 1,000 live births",26.2
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Tinh,,under 5 years old,,"Per 1,000 live births",25.8
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Tinh,,under 5 years old,,"Per 1,000 live births",25.3
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Tinh,,under 5 years old,,"Per 1,000 live births",24.9
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Tinh,,under 5 years old,,"Per 1,000 live births",24.7
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Ha Tinh,,under 5 years old,,"Per 1,000 live births",24.3
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Binh,,under 5 years old,,"Per 1,000 live births",27.3
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Binh,,under 5 years old,,"Per 1,000 live births",27.0
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Binh,,under 5 years old,,"Per 1,000 live births",26.9
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Binh,,under 5 years old,,"Per 1,000 live births",26.0
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Binh,,under 5 years old,,"Per 1,000 live births",25.5
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Binh,,under 5 years old,,"Per 1,000 live births",25.1
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Binh,,under 5 years old,,"Per 1,000 live births",24.7
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Binh,,under 5 years old,,"Per 1,000 live births",24.5
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Binh,,under 5 years old,,"Per 1,000 live births",25.1
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Tri,,under 5 years old,,"Per 1,000 live births",55.8
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Tri,,under 5 years old,,"Per 1,000 live births",52.2
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Tri,,under 5 years old,,"Per 1,000 live births",51.7
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Tri,,under 5 years old,,"Per 1,000 live births",49.9
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Tri,,under 5 years old,,"Per 1,000 live births",49.0
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Tri,,under 5 years old,,"Per 1,000 live births",48.1
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Tri,,under 5 years old,,"Per 1,000 live births",47.4
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Tri,,under 5 years old,,"Per 1,000 live births",47.1
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang Tri,,under 5 years old,,"Per 1,000 live births",46.3
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thua Thien-Hue,,under 5 years old,,"Per 1,000 live births",29.1
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thua Thien-Hue,,under 5 years old,,"Per 1,000 live births",31.7
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thua Thien-Hue,,under 5 years old,,"Per 1,000 live births",31.8
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thua Thien-Hue,,under 5 years old,,"Per 1,000 live births",30.7
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thua Thien-Hue,,under 5 years old,,"Per 1,000 live births",30.2
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thua Thien-Hue,,under 5 years old,,"Per 1,000 live births",29.6
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thua Thien-Hue,,under 5 years old,,"Per 1,000 live births",29.2
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thua Thien-Hue,,under 5 years old,,"Per 1,000 live births",29.0
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Thua Thien-Hue,,under 5 years old,,"Per 1,000 live births",28.5
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Da Nang,,under 5 years old,,"Per 1,000 live births",15.1
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Da Nang,,under 5 years old,,"Per 1,000 live births",14.2
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Da Nang,,under 5 years old,,"Per 1,000 live births",13.9
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Da Nang,,under 5 years old,,"Per 1,000 live births",13.4
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Da Nang,,under 5 years old,,"Per 1,000 live births",13.2
2016,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Da Nang,,under 5 years old,,"Per 1,000 live births",13.1
2017,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Da Nang,,under 5 years old,,"Per 1,000 live births",12.9
2018,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Da Nang,,under 5 years old,,"Per 1,000 live births",12.8
2019,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Da Nang,,under 5 years old,,"Per 1,000 live births",12.6
2010,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Nam,,under 5 years old,,"Per 1,000 live births",29.4
2012,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Nam,,under 5 years old,,"Per 1,000 live births",26.1
2013,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Nam,,under 5 years old,,"Per 1,000 live births",26.3
2014,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Nam,,under 5 years old,,"Per 1,000 live births",25.5
2015,Normal value,Units,Not Available,Annual,National,Under-five mortality rate [3.2.1],Quang  Nam,,under 5 years old,,"Per 1,000 live births",25.0
