Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,Sex,Age,Degree of urbanisation,UNIT_MEASURE,Value
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Nam,,under 1 year old,,"Per 1,000 live births",11.4
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nam Dinh,,under 1 year old,,"Per 1,000 live births",13.2
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nam Dinh,,under 1 year old,,"Per 1,000 live births",13.8
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nam Dinh,,under 1 year old,,"Per 1,000 live births",13.4
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nam Dinh,,under 1 year old,,"Per 1,000 live births",13.2
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nam Dinh,,under 1 year old,,"Per 1,000 live births",12.8
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nam Dinh,,under 1 year old,,"Per 1,000 live births",12.6
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nam Dinh,,under 1 year old,,"Per 1,000 live births",12.3
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nam Dinh,,under 1 year old,,"Per 1,000 live births",12.1
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nam Dinh,,under 1 year old,,"Per 1,000 live births",12.1
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nam Dinh,,under 1 year old,,"Per 1,000 live births",11.9
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh Binh,,under 1 year old,,"Per 1,000 live births",15.4
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh Binh,,under 1 year old,,"Per 1,000 live births",16.0
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh Binh,,under 1 year old,,"Per 1,000 live births",15.1
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh Binh,,under 1 year old,,"Per 1,000 live births",15.1
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh Binh,,under 1 year old,,"Per 1,000 live births",14.6
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh Binh,,under 1 year old,,"Per 1,000 live births",14.3
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh Binh,,under 1 year old,,"Per 1,000 live births",14.1
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh Binh,,under 1 year old,,"Per 1,000 live births",13.9
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh Binh,,under 1 year old,,"Per 1,000 live births",13.8
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ninh Binh,,under 1 year old,,"Per 1,000 live births",13.6
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Giang,,under 1 year old,,"Per 1,000 live births",37.1
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Giang,,under 1 year old,,"Per 1,000 live births",35.0
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Giang,,under 1 year old,,"Per 1,000 live births",35.8
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Giang,,under 1 year old,,"Per 1,000 live births",35.3
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Giang,,under 1 year old,,"Per 1,000 live births",34.2
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Giang,,under 1 year old,,"Per 1,000 live births",33.6
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Giang,,under 1 year old,,"Per 1,000 live births",33.0
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Giang,,under 1 year old,,"Per 1,000 live births",32.5
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Giang,,under 1 year old,,"Per 1,000 live births",32.3
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Giang,,under 1 year old,,"Per 1,000 live births",31.8
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Cao Bang,,under 1 year old,,"Per 1,000 live births",28.2
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Cao Bang,,under 1 year old,,"Per 1,000 live births",24.8
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Cao Bang,,under 1 year old,,"Per 1,000 live births",25.2
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Cao Bang,,under 1 year old,,"Per 1,000 live births",25.1
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Cao Bang,,under 1 year old,,"Per 1,000 live births",24.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Cao Bang,,under 1 year old,,"Per 1,000 live births",23.9
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Cao Bang,,under 1 year old,,"Per 1,000 live births",23.5
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Cao Bang,,under 1 year old,,"Per 1,000 live births",23.1
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Cao Bang,,under 1 year old,,"Per 1,000 live births",23.0
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Cao Bang,,under 1 year old,,"Per 1,000 live births",22.6
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Kan,,under 1 year old,,"Per 1,000 live births",19.5
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Kan,,under 1 year old,,"Per 1,000 live births",18.4
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Kan,,under 1 year old,,"Per 1,000 live births",18.7
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Kan,,under 1 year old,,"Per 1,000 live births",18.5
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Kan,,under 1 year old,,"Per 1,000 live births",17.9
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Kan,,under 1 year old,,"Per 1,000 live births",17.6
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Kan,,under 1 year old,,"Per 1,000 live births",17.3
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Kan,,under 1 year old,,"Per 1,000 live births",17.0
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Kan,,under 1 year old,,"Per 1,000 live births",16.9
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Kan,,under 1 year old,,"Per 1,000 live births",16.6
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tuyen Quang,,under 1 year old,,"Per 1,000 live births",19.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tuyen Quang,,under 1 year old,,"Per 1,000 live births",18.6
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tuyen Quang,,under 1 year old,,"Per 1,000 live births",18.9
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tuyen Quang,,under 1 year old,,"Per 1,000 live births",18.9
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tuyen Quang,,under 1 year old,,"Per 1,000 live births",18.2
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tuyen Quang,,under 1 year old,,"Per 1,000 live births",18.6
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tuyen Quang,,under 1 year old,,"Per 1,000 live births",18.2
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tuyen Quang,,under 1 year old,,"Per 1,000 live births",18.0
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tuyen Quang,,under 1 year old,,"Per 1,000 live births",17.9
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Tuyen Quang,,under 1 year old,,"Per 1,000 live births",17.6
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lao Cai,,under 1 year old,,"Per 1,000 live births",31.6
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lao Cai,,under 1 year old,,"Per 1,000 live births",29.8
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lao Cai,,under 1 year old,,"Per 1,000 live births",30.3
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lao Cai,,under 1 year old,,"Per 1,000 live births",30.2
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lao Cai,,under 1 year old,,"Per 1,000 live births",29.2
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lao Cai,,under 1 year old,,"Per 1,000 live births",28.8
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lao Cai,,under 1 year old,,"Per 1,000 live births",28.2
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lao Cai,,under 1 year old,,"Per 1,000 live births",27.8
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lao Cai,,under 1 year old,,"Per 1,000 live births",27.7
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lao Cai,,under 1 year old,,"Per 1,000 live births",27.2
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Yen Bai,,under 1 year old,,"Per 1,000 live births",26.5
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Yen Bai,,under 1 year old,,"Per 1,000 live births",26.1
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Yen Bai,,under 1 year old,,"Per 1,000 live births",29.6
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Yen Bai,,under 1 year old,,"Per 1,000 live births",29.4
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Yen Bai,,under 1 year old,,"Per 1,000 live births",28.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Yen Bai,,under 1 year old,,"Per 1,000 live births",26.9
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Yen Bai,,under 1 year old,,"Per 1,000 live births",26.4
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Yen Bai,,under 1 year old,,"Per 1,000 live births",26.1
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Yen Bai,,under 1 year old,,"Per 1,000 live births",25.9
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Yen Bai,,under 1 year old,,"Per 1,000 live births",25.5
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thai  Nguyen,,under 1 year old,,"Per 1,000 live births",14.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thai  Nguyen,,under 1 year old,,"Per 1,000 live births",13.7
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thai  Nguyen,,under 1 year old,,"Per 1,000 live births",15.3
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thai  Nguyen,,under 1 year old,,"Per 1,000 live births",15.3
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thai  Nguyen,,under 1 year old,,"Per 1,000 live births",15.0
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thai  Nguyen,,under 1 year old,,"Per 1,000 live births",14.7
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thai  Nguyen,,under 1 year old,,"Per 1,000 live births",14.5
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thai  Nguyen,,under 1 year old,,"Per 1,000 live births",14.2
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thai  Nguyen,,under 1 year old,,"Per 1,000 live births",14.2
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thai  Nguyen,,under 1 year old,,"Per 1,000 live births",13.9
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lang Son,,under 1 year old,,"Per 1,000 live births",16.7
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lang Son,,under 1 year old,,"Per 1,000 live births",19.2
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lang Son,,under 1 year old,,"Per 1,000 live births",19.5
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lang Son,,under 1 year old,,"Per 1,000 live births",19.2
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lang Son,,under 1 year old,,"Per 1,000 live births",18.6
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lang Son,,under 1 year old,,"Per 1,000 live births",18.3
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lang Son,,under 1 year old,,"Per 1,000 live births",18.0
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lang Son,,under 1 year old,,"Per 1,000 live births",17.7
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lang Son,,under 1 year old,,"Per 1,000 live births",17.6
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lang Son,,under 1 year old,,"Per 1,000 live births",17.3
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Giang,,under 1 year old,,"Per 1,000 live births",16.7
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Giang,,under 1 year old,,"Per 1,000 live births",15.7
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Giang,,under 1 year old,,"Per 1,000 live births",16.0
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Giang,,under 1 year old,,"Per 1,000 live births",15.8
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Giang,,under 1 year old,,"Per 1,000 live births",15.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Giang,,under 1 year old,,"Per 1,000 live births",15.3
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Giang,,under 1 year old,,"Per 1,000 live births",15.0
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Giang,,under 1 year old,,"Per 1,000 live births",14.8
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Giang,,under 1 year old,,"Per 1,000 live births",14.7
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Bac Giang,,under 1 year old,,"Per 1,000 live births",14.5
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Tho,,under 1 year old,,"Per 1,000 live births",18.2
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Tho,,under 1 year old,,"Per 1,000 live births",17.2
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Tho,,under 1 year old,,"Per 1,000 live births",15.8
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Tho,,under 1 year old,,"Per 1,000 live births",15.8
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Tho,,under 1 year old,,"Per 1,000 live births",15.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Tho,,under 1 year old,,"Per 1,000 live births",15.1
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Tho,,under 1 year old,,"Per 1,000 live births",14.8
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Tho,,under 1 year old,,"Per 1,000 live births",14.6
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Tho,,under 1 year old,,"Per 1,000 live births",14.5
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Phu Tho,,under 1 year old,,"Per 1,000 live births",14.2
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dien Bien,,under 1 year old,,"Per 1,000 live births",37.3
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dien Bien,,under 1 year old,,"Per 1,000 live births",35.2
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dien Bien,,under 1 year old,,"Per 1,000 live births",35.8
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dien Bien,,under 1 year old,,"Per 1,000 live births",35.5
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dien Bien,,under 1 year old,,"Per 1,000 live births",34.4
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dien Bien,,under 1 year old,,"Per 1,000 live births",33.8
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dien Bien,,under 1 year old,,"Per 1,000 live births",33.2
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dien Bien,,under 1 year old,,"Per 1,000 live births",32.7
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dien Bien,,under 1 year old,,"Per 1,000 live births",32.5
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Dien Bien,,under 1 year old,,"Per 1,000 live births",31.9
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lai Chau,,under 1 year old,,"Per 1,000 live births",46.1
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lai Chau,,under 1 year old,,"Per 1,000 live births",43.5
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lai Chau,,under 1 year old,,"Per 1,000 live births",44.2
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lai Chau,,under 1 year old,,"Per 1,000 live births",44.0
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lai Chau,,under 1 year old,,"Per 1,000 live births",42.6
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lai Chau,,under 1 year old,,"Per 1,000 live births",41.9
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lai Chau,,under 1 year old,,"Per 1,000 live births",41.1
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lai Chau,,under 1 year old,,"Per 1,000 live births",40.5
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lai Chau,,under 1 year old,,"Per 1,000 live births",40.2
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Lai Chau,,under 1 year old,,"Per 1,000 live births",39.6
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Son La,,under 1 year old,,"Per 1,000 live births",25.6
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Son La,,under 1 year old,,"Per 1,000 live births",24.1
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Son La,,under 1 year old,,"Per 1,000 live births",24.5
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Son La,,under 1 year old,,"Per 1,000 live births",24.0
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Son La,,under 1 year old,,"Per 1,000 live births",23.2
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Son La,,under 1 year old,,"Per 1,000 live births",22.9
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Son La,,under 1 year old,,"Per 1,000 live births",22.4
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Son La,,under 1 year old,,"Per 1,000 live births",22.1
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Son La,,under 1 year old,,"Per 1,000 live births",22.0
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Son La,,under 1 year old,,"Per 1,000 live births",21.6
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hoa Binh,,under 1 year old,,"Per 1,000 live births",19.4
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hoa Binh,,under 1 year old,,"Per 1,000 live births",17.4
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hoa Binh,,under 1 year old,,"Per 1,000 live births",17.7
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hoa Binh,,under 1 year old,,"Per 1,000 live births",17.7
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hoa Binh,,under 1 year old,,"Per 1,000 live births",17.1
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hoa Binh,,under 1 year old,,"Per 1,000 live births",17.4
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hoa Binh,,under 1 year old,,"Per 1,000 live births",17.1
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hoa Binh,,under 1 year old,,"Per 1,000 live births",16.8
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hoa Binh,,under 1 year old,,"Per 1,000 live births",16.7
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Hoa Binh,,under 1 year old,,"Per 1,000 live births",16.5
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thanh Hoa,,under 1 year old,,"Per 1,000 live births",15.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thanh Hoa,,under 1 year old,,"Per 1,000 live births",14.2
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thanh Hoa,,under 1 year old,,"Per 1,000 live births",16.2
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thanh Hoa,,under 1 year old,,"Per 1,000 live births",16.0
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thanh Hoa,,under 1 year old,,"Per 1,000 live births",15.5
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thanh Hoa,,under 1 year old,,"Per 1,000 live births",15.5
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thanh Hoa,,under 1 year old,,"Per 1,000 live births",15.2
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thanh Hoa,,under 1 year old,,"Per 1,000 live births",15.0
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thanh Hoa,,under 1 year old,,"Per 1,000 live births",14.9
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Thanh Hoa,,under 1 year old,,"Per 1,000 live births",14.6
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nghe An,,under 1 year old,,"Per 1,000 live births",16.8
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nghe An,,under 1 year old,,"Per 1,000 live births",16.7
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nghe An,,under 1 year old,,"Per 1,000 live births",17.4
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nghe An,,under 1 year old,,"Per 1,000 live births",17.4
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nghe An,,under 1 year old,,"Per 1,000 live births",16.9
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nghe An,,under 1 year old,,"Per 1,000 live births",16.8
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nghe An,,under 1 year old,,"Per 1,000 live births",16.5
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nghe An,,under 1 year old,,"Per 1,000 live births",16.3
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nghe An,,under 1 year old,,"Per 1,000 live births",16.2
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Nghe An,,under 1 year old,,"Per 1,000 live births",15.9
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Tinh,,under 1 year old,,"Per 1,000 live births",17.5
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Tinh,,under 1 year old,,"Per 1,000 live births",18.0
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Tinh,,under 1 year old,,"Per 1,000 live births",18.1
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Tinh,,under 1 year old,,"Per 1,000 live births",18.0
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Tinh,,under 1 year old,,"Per 1,000 live births",17.4
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Tinh,,under 1 year old,,"Per 1,000 live births",17.1
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Tinh,,under 1 year old,,"Per 1,000 live births",16.8
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Tinh,,under 1 year old,,"Per 1,000 live births",16.6
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Tinh,,under 1 year old,,"Per 1,000 live births",16.5
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Ha Tinh,,under 1 year old,,"Per 1,000 live births",16.2
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Binh,,under 1 year old,,"Per 1,000 live births",18.1
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Binh,,under 1 year old,,"Per 1,000 live births",19.0
2012,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Binh,,under 1 year old,,"Per 1,000 live births",18.0
2013,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Binh,,under 1 year old,,"Per 1,000 live births",17.8
2014,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Binh,,under 1 year old,,"Per 1,000 live births",17.3
2015,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Binh,,under 1 year old,,"Per 1,000 live births",17.0
2016,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Binh,,under 1 year old,,"Per 1,000 live births",16.7
2017,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Binh,,under 1 year old,,"Per 1,000 live births",16.4
2018,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Binh,,under 1 year old,,"Per 1,000 live births",16.3
2019,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Binh,,under 1 year old,,"Per 1,000 live births",16.0
2010,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Tri,,under 1 year old,,"Per 1,000 live births",36.0
2011,Normal value,Units,Not Available,Annual,National,Infant mortality rate [3.2.1],Quang Tri,,under 1 year old,,"Per 1,000 live births",35.4
