Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Son La,Percent,44.6
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Son La,Percent,42.3
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Son La,Percent,42.4
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Son La,Percent,43.5
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Son La,Percent,44.5
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hoa Binh,Percent,0.5
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hoa Binh,Percent,45.8
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hoa Binh,Percent,49.3
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hoa Binh,Percent,49.4
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hoa Binh,Percent,48.9
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hoa Binh,Percent,51.0
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hoa Binh,Percent,51.1
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hoa Binh,Percent,51.5
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Hoa Binh,Percent,51.5
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thanh Hoa,Percent,49.0
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thanh Hoa,Percent,49.1
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thanh Hoa,Percent,50.5
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thanh Hoa,Percent,51.0
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thanh Hoa,Percent,51.5
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thanh Hoa,Percent,52.8
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thanh Hoa,Percent,52.9
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thanh Hoa,Percent,53.0
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thanh Hoa,Percent,53.4
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nghe An,Percent,52.3
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nghe An,Percent,53.1
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nghe An,Percent,53.3
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nghe An,Percent,54.0
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nghe An,Percent,54.6
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nghe An,Percent,57.2
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nghe An,Percent,57.0
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nghe An,Percent,58.0
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Nghe An,Percent,58.5
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Tinh,Percent,50.2
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Tinh,Percent,51.4
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Tinh,Percent,49.5
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Tinh,Percent,50.3
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Tinh,Percent,52.5
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Tinh,Percent,52.6
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Tinh,Percent,52.4
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Tinh,Percent,52.2
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ha Tinh,Percent,52.5
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Binh,Percent,66.9
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Binh,Percent,67.0
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Binh,Percent,70.1
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Binh,Percent,67.4
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Binh,Percent,67.6
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Binh,Percent,67.5
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Binh,Percent,67.5
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Binh,Percent,67.4
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Binh,Percent,67.8
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Tri,Percent,46.7
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Tri,Percent,47.1
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Tri,Percent,47.6
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Tri,Percent,48.0
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Tri,Percent,48.6
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Tri,Percent,49.5
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Tri,Percent,49.6
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Tri,Percent,50.1
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang Tri,Percent,50.1
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thua Thien-Hue,Percent,56.5
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thua Thien-Hue,Percent,56.7
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thua Thien-Hue,Percent,56.7
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thua Thien-Hue,Percent,56.6
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thua Thien-Hue,Percent,56.6
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thua Thien-Hue,Percent,56.9
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thua Thien-Hue,Percent,56.3
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thua Thien-Hue,Percent,57.3
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Thua Thien-Hue,Percent,57.4
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Da Nang,Percent,38.8
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Da Nang,Percent,46.0
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Da Nang,Percent,45.2
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Da Nang,Percent,43.5
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Da Nang,Percent,40.8
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Da Nang,Percent,42.4
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Da Nang,Percent,43.6
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Da Nang,Percent,46.7
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Da Nang,Percent,47.0
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Nam,Percent,48.2
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Nam,Percent,48.3
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Nam,Percent,48.6
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Nam,Percent,49.4
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Nam,Percent,44.9
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Nam,Percent,51.5
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Nam,Percent,56.9
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Nam,Percent,58.6
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Nam,Percent,59.4
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Ngai,Percent,43.9
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Ngai,Percent,45.3
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Ngai,Percent,46.6
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Ngai,Percent,48.3
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Ngai,Percent,49.8
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Ngai,Percent,51.1
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Ngai,Percent,49.1
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Ngai,Percent,49.6
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Quang  Ngai,Percent,51.6
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Dinh,Percent,45.8
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Dinh,Percent,47.2
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Dinh,Percent,48.2
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Dinh,Percent,48.8
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Dinh,Percent,49.9
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Dinh,Percent,52.2
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Dinh,Percent,52.5
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Dinh,Percent,54.9
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Dinh,Percent,55.2
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Yen,Percent,34.4
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Yen,Percent,35.1
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Yen,Percent,35.1
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Yen,Percent,35.2
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Yen,Percent,35.2
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Yen,Percent,36.4
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Yen,Percent,38.2
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Yen,Percent,43.4
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Phu Yen,Percent,44.0
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Khanh  Hoa,Percent,43.2
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Khanh  Hoa,Percent,39.3
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Khanh  Hoa,Percent,40.5
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Khanh  Hoa,Percent,40.6
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Khanh  Hoa,Percent,40.8
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Khanh  Hoa,Percent,40.9
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Khanh  Hoa,Percent,46.0
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Khanh  Hoa,Percent,45.8
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Khanh  Hoa,Percent,45.5
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh  Thuan,Percent,43.6
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh  Thuan,Percent,43.5
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh  Thuan,Percent,43.7
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh  Thuan,Percent,44.0
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh  Thuan,Percent,44.2
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh  Thuan,Percent,44.1
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh  Thuan,Percent,42.3
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh  Thuan,Percent,42.3
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ninh  Thuan,Percent,45.6
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Thuan,Percent,35.5
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Thuan,Percent,38.2
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Thuan,Percent,37.0
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Thuan,Percent,37.4
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Thuan,Percent,37.2
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Thuan,Percent,39.8
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Thuan,Percent,40.3
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Thuan,Percent,40.3
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Thuan,Percent,43.1
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kon Tum,Percent,66.8
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kon Tum,Percent,64.6
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kon Tum,Percent,67.4
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kon Tum,Percent,67.7
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kon Tum,Percent,62.4
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kon Tum,Percent,62.3
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kon Tum,Percent,62.2
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kon Tum,Percent,62.3
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Kon Tum,Percent,63.0
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Gia Lai,Percent,45.5
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Gia Lai,Percent,45.7
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Gia Lai,Percent,45.4
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Gia Lai,Percent,45.4
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Gia Lai,Percent,40.1
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Gia Lai,Percent,40.3
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Gia Lai,Percent,40.2
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Gia Lai,Percent,40.8
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Gia Lai,Percent,40.2
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Lak,Percent,45.5
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Lak,Percent,45.1
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Lak,Percent,48.0
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Lak,Percent,48.0
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Lak,Percent,38.7
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Lak,Percent,39.2
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Lak,Percent,39.3
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Lak,Percent,38.5
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Lak,Percent,38.6
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Nong,Percent,44.2
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Nong,Percent,44.0
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Nong,Percent,43.6
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Nong,Percent,35.3
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Nong,Percent,39.0
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Nong,Percent,39.1
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Nong,Percent,38.8
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Nong,Percent,39.2
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dak Nong,Percent,37.9
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lam Dong,Percent,60.8
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lam Dong,Percent,60.4
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lam Dong,Percent,60.3
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lam Dong,Percent,60.3
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lam Dong,Percent,52.5
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lam Dong,Percent,53.1
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lam Dong,Percent,53.1
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lam Dong,Percent,54.0
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Lam Dong,Percent,54.5
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Phuoc,Percent,13.5
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Phuoc,Percent,13.4
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Phuoc,Percent,19.5
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Phuoc,Percent,21.6
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Phuoc,Percent,22.7
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Phuoc,Percent,23.1
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Phuoc,Percent,21.6
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Phuoc,Percent,22.8
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh Phuoc,Percent,22.8
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tay Ninh,Percent,11.4
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tay Ninh,Percent,12.2
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tay Ninh,Percent,13.8
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tay Ninh,Percent,14.0
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tay Ninh,Percent,14.6
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tay Ninh,Percent,14.7
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tay Ninh,Percent,15.7
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tay Ninh,Percent,16.0
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Tay Ninh,Percent,16.0
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh  Duong,Percent,3.4
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh  Duong,Percent,3.4
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh  Duong,Percent,3.8
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh  Duong,Percent,3.7
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh  Duong,Percent,3.7
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh  Duong,Percent,3.8
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh  Duong,Percent,3.4
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh  Duong,Percent,3.2
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Binh  Duong,Percent,3.1
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Nai,Percent,28.4
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Nai,Percent,29.8
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Nai,Percent,29.7
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Nai,Percent,29.8
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Nai,Percent,30.8
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Nai,Percent,30.7
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Nai,Percent,29.1
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Nai,Percent,29.0
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Dong Nai,Percent,29.1
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ba Ria - Vung Tau,Percent,12.9
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ba Ria - Vung Tau,Percent,12.9
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ba Ria - Vung Tau,Percent,12.5
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ba Ria - Vung Tau,Percent,12.6
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ba Ria - Vung Tau,Percent,12.7
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ba Ria - Vung Tau,Percent,12.5
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ba Ria - Vung Tau,Percent,13.7
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ba Ria - Vung Tau,Percent,13.6
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ba Ria - Vung Tau,Percent,13.5
2010,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ho Chi Minh city,Percent,18.8
2011,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ho Chi Minh city,Percent,18.7
2012,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ho Chi Minh city,Percent,18.7
2013,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ho Chi Minh city,Percent,16.4
2014,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ho Chi Minh city,Percent,16.4
2015,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ho Chi Minh city,Percent,16.4
2016,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ho Chi Minh city,Percent,17.2
2018,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ho Chi Minh city,Percent,17.5
2019,Normal value,Units,Not Available,Annual,National,Forest area as a proportion of total land area [15.1.1],Ho Chi Minh city,Percent,16.0
