Year,Observation status,Unit multiplier,Nature of data points,Frequency of observation,Reporting type,SERIES,Reference area,UNIT_MEASURE,Value
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lai Chau,Number,132
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lai Chau,Number,49
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lai Chau,Number,25
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Son La,Number,101
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Son La,Number,136
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Son La,Number,97
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Son La,Number,108
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Son La,Number,104
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Son La,Number,93
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Son La,Number,91
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Son La,Number,107
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Son La,Number,72
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Son La,Number,61
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hoa Binh,Number,120
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hoa Binh,Number,117
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hoa Binh,Number,103
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hoa Binh,Number,90
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hoa Binh,Number,87
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hoa Binh,Number,87
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hoa Binh,Number,84
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hoa Binh,Number,144
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hoa Binh,Number,85
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Hoa Binh,Number,76
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thanh Hoa,Number,235
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thanh Hoa,Number,232
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thanh Hoa,Number,209
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thanh Hoa,Number,203
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thanh Hoa,Number,187
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thanh Hoa,Number,175
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thanh Hoa,Number,179
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thanh Hoa,Number,128
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thanh Hoa,Number,149
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thanh Hoa,Number,150
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Nghe An,Number,220
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Nghe An,Number,213
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Nghe An,Number,215
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Nghe An,Number,207
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Nghe An,Number,199
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Nghe An,Number,194
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Nghe An,Number,190
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Nghe An,Number,50
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Nghe An,Number,179
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Nghe An,Number,173
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ha Tinh,Number,244
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ha Tinh,Number,205
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ha Tinh,Number,138
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ha Tinh,Number,136
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ha Tinh,Number,135
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ha Tinh,Number,149
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ha Tinh,Number,154
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ha Tinh,Number,163
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ha Tinh,Number,131
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ha Tinh,Number,108
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Binh,Number,217
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Binh,Number,181
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Binh,Number,161
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Binh,Number,145
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Binh,Number,136
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Binh,Number,112
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Binh,Number,105
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Binh,Number,152
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Binh,Number,104
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Binh,Number,90
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Tri,Number,158
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Tri,Number,150
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Tri,Number,129
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Tri,Number,128
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Tri,Number,137
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Tri,Number,110
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Tri,Number,103
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Tri,Number,73
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Tri,Number,122
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang Tri,Number,116
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thua Thien-Hue,Number,131
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thua Thien-Hue,Number,146
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thua Thien-Hue,Number,157
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thua Thien-Hue,Number,171
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thua Thien-Hue,Number,168
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thua Thien-Hue,Number,147
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thua Thien-Hue,Number,135
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thua Thien-Hue,Number,269
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thua Thien-Hue,Number,145
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Thua Thien-Hue,Number,182
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Da Nang,Number,166
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Da Nang,Number,130
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Da Nang,Number,109
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Da Nang,Number,125
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Da Nang,Number,90
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Da Nang,Number,90
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Da Nang,Number,84
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Da Nang,Number,70
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Da Nang,Number,58
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Da Nang,Number,53
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Nam,Number,301
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Nam,Number,261
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Nam,Number,220
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Nam,Number,188
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Nam,Number,182
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Nam,Number,172
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Nam,Number,156
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Nam,Number,143
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Nam,Number,156
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Nam,Number,166
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Ngai,Number,191
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Ngai,Number,170
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Ngai,Number,131
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Ngai,Number,145
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Ngai,Number,134
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Ngai,Number,133
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Ngai,Number,148
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Ngai,Number,62
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Ngai,Number,141
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Quang  Ngai,Number,134
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Dinh,Number,285
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Dinh,Number,247
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Dinh,Number,276
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Dinh,Number,224
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Dinh,Number,201
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Dinh,Number,194
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Dinh,Number,188
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Dinh,Number,162
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Dinh,Number,150
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Dinh,Number,126
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Yen,Number,135
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Yen,Number,152
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Yen,Number,148
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Yen,Number,134
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Yen,Number,130
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Yen,Number,129
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Yen,Number,127
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Yen,Number,103
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Yen,Number,90
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Phu Yen,Number,88
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Khanh  Hoa,Number,180
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Khanh  Hoa,Number,197
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Khanh  Hoa,Number,176
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Khanh  Hoa,Number,174
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Khanh  Hoa,Number,166
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Khanh  Hoa,Number,153
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Khanh  Hoa,Number,142
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Khanh  Hoa,Number,107
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Khanh  Hoa,Number,142
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Khanh  Hoa,Number,154
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ninh  Thuan,Number,106
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ninh  Thuan,Number,120
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ninh  Thuan,Number,82
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ninh  Thuan,Number,111
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ninh  Thuan,Number,81
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ninh  Thuan,Number,65
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ninh  Thuan,Number,67
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ninh  Thuan,Number,64
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ninh  Thuan,Number,58
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Ninh  Thuan,Number,51
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Thuan,Number,258
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Thuan,Number,297
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Thuan,Number,234
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Thuan,Number,292
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Thuan,Number,243
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Thuan,Number,215
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Thuan,Number,237
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Thuan,Number,223
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Thuan,Number,239
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Thuan,Number,227
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kon Tum,Number,112
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kon Tum,Number,97
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kon Tum,Number,94
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kon Tum,Number,75
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kon Tum,Number,79
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kon Tum,Number,78
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kon Tum,Number,77
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kon Tum,Number,137
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kon Tum,Number,62
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Kon Tum,Number,63
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Gia Lai,Number,237
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Gia Lai,Number,292
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Gia Lai,Number,235
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Gia Lai,Number,238
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Gia Lai,Number,207
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Gia Lai,Number,266
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Gia Lai,Number,246
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Gia Lai,Number,244
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Gia Lai,Number,243
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Gia Lai,Number,237
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Lak,Number,283
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Lak,Number,277
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Lak,Number,295
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Lak,Number,292
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Lak,Number,258
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Lak,Number,245
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Lak,Number,241
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Lak,Number,268
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Lak,Number,254
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Lak,Number,225
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Nong,Number,94
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Nong,Number,78
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Nong,Number,71
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Nong,Number,77
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Nong,Number,75
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Nong,Number,70
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Nong,Number,63
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Nong,Number,62
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Nong,Number,58
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Dak Nong,Number,51
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lam Dong,Number,193
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lam Dong,Number,166
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lam Dong,Number,149
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lam Dong,Number,161
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lam Dong,Number,141
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lam Dong,Number,140
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lam Dong,Number,139
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lam Dong,Number,57
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lam Dong,Number,132
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Lam Dong,Number,134
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Phuoc,Number,202
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Phuoc,Number,212
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Phuoc,Number,165
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Phuoc,Number,189
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Phuoc,Number,182
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Phuoc,Number,170
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Phuoc,Number,171
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Phuoc,Number,170
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Phuoc,Number,167
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh Phuoc,Number,166
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tay Ninh,Number,205
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tay Ninh,Number,232
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tay Ninh,Number,182
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tay Ninh,Number,128
2014,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tay Ninh,Number,120
2015,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tay Ninh,Number,85
2016,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tay Ninh,Number,62
2017,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tay Ninh,Number,66
2018,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tay Ninh,Number,96
2019,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Tay Ninh,Number,67
2010,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh  Duong,Number,403
2011,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh  Duong,Number,375
2012,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh  Duong,Number,371
2013,Normal value,Units,Not Available,Annual,National,Number of deaths rate due to road traffic injuries [3.6.1],Binh  Duong,Number,411
